Title,Anger,Fear,Joy,Love,Sadness,Surprise,Protagonist Roles,Time Period,Dominant Time of Day,Genres
Star Trek Nemesis,0.030813461,0.009333001,0.040353131,0.002600101,0.915507853,0.001392549,Soldier,Future,Daytime,"['Action', 'Thriller', 'Drama', 'Adventure', 'Sci-Fi']"
Star Trek The Motion Picture,0.003114117,0.960726261,0.004514227,0.000746975,0.000855658,0.03004268,Detective/Spy,Future,Daytime,['Sci-Fi']
Star Trek,0.008556194,0.02341144,0.875293195,0.068777315,0.004967904,0.018993897,Detective/Spy,Future,Daytime,"['Adventure', 'Sci-Fi', 'Action']"
Star Wars A New Hope,0.957140684,0.01884827,0.01168364,0.001031739,0.010427543,0.000868074,Detective/Spy,Future,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Star Wars Attack of the Clones,0.331944942,0.136260897,0.494545758,0.011685858,0.017563041,0.007999388,Child,Present,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Star Wars Return of the Jedi,0.265446246,0.278271139,0.429871917,0.004466424,0.017141905,0.004802363,Detective/Spy,Past,Nighttime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Star Wars Revenge of the Sith,0.988274455,0.005716514,0.003631961,0.00061057,0.001360966,0.000405508,Child,Present,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Star Wars The Empire Strikes Back,0.002245194,0.98124963,0.00107846,0.000283058,0.000783325,0.014360374,Detective/Spy,Present,Nighttime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Star Wars The Force Awakens,0.779954791,0.129597738,0.074524581,0.002946379,0.010411693,0.002564826,Detective/Spy,Future,Daytime,"['Adventure', 'Fantasy', 'Action']"
Star Wars The Phantom Menace,0.993319511,0.002105156,0.00261902,0.000480578,0.001178281,0.000297479,Realist,Present,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Starman,0.055128898,0.941906273,0.000935641,0.000321629,0.000868218,0.000839271,Detective/Spy,Present,Daytime,"['Adventure', 'Romance', 'Drama', 'Sci-Fi']"
Starship Troopers,0.995460093,0.001292533,0.001180968,0.000413869,0.001449567,0.000202934,Comedian,Past,Daytime,"['Sci-Fi', 'Action']"
State and Main,0.942853034,0.028574245,0.016366759,0.000849482,0.010663957,0.000692589,Soldier,Past,Daytime,['Comedy']
Stepmom,0.234900877,0.166105643,0.547709703,0.012744327,0.029796993,0.008742455,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
Stir of Echoes,0.032073554,0.410685599,0.056751963,0.406194508,0.085710928,0.008583398,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
Storytelling,0.001148185,0.000653911,0.013099763,0.002341475,0.982393742,0.000362905,Spouse/Lover/Ex,Past,Daytime,"['Comedy', 'Drama']"
Straight Outta Compton,0.00557062,0.991519511,0.000802886,0.000189919,0.000450617,0.001466495,Comedian,Past,Daytime,['Drama']
Strange Days,0.815731645,0.177375838,0.002889559,0.000652915,0.0026181,0.000732085,Law Person/Outlaw,Past,Nighttime,"['Action', 'Thriller', 'Drama', 'Crime', 'Sci-Fi']"
Strangers on a Train,0.319383532,0.048587743,0.592253327,0.009979507,0.025659395,0.004136444,Fighter,Past,Nighttime,"['Thriller', 'Drama']"
Sugar and Spice,0.001533358,0.996494234,0.00065475,0.000144541,0.00055881,0.000614278,Realist,Past,Daytime,['Comedy']
Sugar,0.015735306,0.956876278,0.001648935,0.000622567,0.023828223,0.001288766,Fighter,Present,Daytime,['Drama']
Sunset Blvd.,0.76932168,0.151192725,0.038947143,0.001764916,0.035970125,0.002803372,Detective/Spy,Past,Daytime,['Drama']
Sunshine Cleaning,0.009750674,0.003000426,0.978372872,0.001524042,0.002272911,0.005079012,Soldier,Past,Daytime,"['Comedy', 'Drama']"
Super 8,0.029663501,0.239194065,0.003834917,0.00116734,0.724785507,0.001354564,Superhuman/Scientist/Alien/Robot,Past,Nighttime,"['Thriller', 'Sci-Fi']"
Superbad,0.008533931,0.004971073,0.968955576,0.00126681,0.006234085,0.010038623,Detective/Spy,Present,Nighttime,['Comedy']
Supergirl,0.003043581,0.321359545,0.013230661,0.003429297,0.003644598,0.655292332,Fighter,Past,Daytime,"['Adventure', 'Fantasy', 'Sci-Fi', 'Action']"
Surrogates,0.685311615,0.178675815,0.110104807,0.003584759,0.017890323,0.004432653,Realist,Future,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
Suspect Zero,0.584189415,0.342948347,0.023367938,0.00202378,0.045794897,0.001675612,Child,Past,Daytime,"['Thriller', 'Crime', 'Horror', 'Drama']"
Sweeney Todd The Demon Barber of Fleet Street,0.005761521,0.979502559,0.002012815,0.000393239,0.001074283,0.011255544,Fighter,Past,Daytime,"['Horror', 'Drama']"
Sweet Smell of Success,0.613867879,0.140576094,0.223225236,0.007852437,0.01096656,0.003511781,Monster/Killer/Victim,Present,Daytime,['Drama']
Swingers,0.242638007,0.019601248,0.680145025,0.006009583,0.04766601,0.003940059,Detective/Spy,Present,Daytime,"['Comedy', 'Drama']"
Swordfish,0.243550852,0.007117646,0.197331399,0.00336196,0.546205819,0.002432195,Fighter,Past,Daytime,"['Thriller', 'Action']"
Synecdoche New York,0.00685439,0.106890753,0.003145728,0.001165976,0.880136311,0.001806965,Realist,Past,Daytime,"['Comedy', 'Drama']"
Syriana,0.060733832,0.019969754,0.899596691,0.001877517,0.015682714,0.00213945,Fighter,Past,Daytime,"['Thriller', 'Drama']"
Take Shelter,0.074800894,0.91535002,0.001261727,0.00088602,0.001995498,0.005705901,Detective/Spy,Present,Daytime,"['Thriller', 'Drama']"
Taking Lives,0.389511466,0.152178809,0.033737171,0.002816815,0.418950438,0.002805212,Child,Past,Daytime,"['Thriller', 'Crime', 'Horror', 'Drama']"
Taking Sides,0.8482005,0.079702571,0.02592542,0.002151865,0.042820554,0.001199024,Detective/Spy,Past,Daytime,['Drama']
Tall in the Saddle,0.069445007,0.905122876,0.009997322,0.001224597,0.011061066,0.003149115,Detective/Spy,Past,Daytime,['Romance']
Tamara Drewe,0.810617447,0.070899509,0.012417966,0.001561994,0.102888227,0.001614866,Monster/Killer/Victim,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
Taxi Driver,0.317747623,0.290209979,0.0603141,0.015000198,0.310204655,0.006523327,Soldier,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
Ted,0.755607843,0.030680323,0.061747555,0.002391041,0.147298798,0.002274443,Detective/Spy,Past,Daytime,"['Comedy', 'Fantasy']"
Terminator 2 Judgement Day,0.105005115,0.207471892,0.05262113,0.004842203,0.614378035,0.01568163,Detective/Spy,Past,Nighttime,"['Thriller', 'Drama', 'Sci-Fi', 'Action']"
Terminator Salvation,0.146405518,0.046322532,0.047982045,0.003573877,0.754708827,0.001007182,Monster/Killer/Victim,Future,Daytime,"['Thriller', 'Adventure', 'Sci-Fi', 'Action']"
Terminator,0.015235553,0.972299933,0.005336584,0.00054176,0.005310394,0.001275838,Realist,Future,Daytime,"['Romance', 'Action', 'Thriller', 'Drama', 'Sci-Fi']"
The Abyss,0.070711218,0.852290154,0.03042897,0.001835866,0.035579368,0.009154461,Realist,Present,Daytime,"['Thriller', 'Adventure', 'Sci-Fi', 'Action']"
The Addams Family,0.004819938,0.000667139,0.987630785,0.00506171,0.001320773,0.000499743,Child,Past,Daytime,"['Horror', 'Comedy', 'Fantasy', 'Family']"
The Adjustment Bureau,0.002921178,0.001153593,0.991920829,0.000737606,0.002984629,0.000282186,Detective/Spy,Future,Daytime,"['Thriller', 'Romance', 'Sci-Fi']"
The Adventures of Buckaroo Banzai Across the Eighth Dimension,0.467606872,0.361678183,0.144127786,0.002919981,0.013111063,0.010556059,Fighter,Past,Daytime,"['Adventure', 'Comedy', 'Romance', 'Sci-Fi']"
The American President,0.004769337,0.991856337,0.00058709,0.001003405,0.000669318,0.001114471,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The American,0.024769943,0.178821981,0.762905419,0.013925276,0.007111073,0.012466233,Realist,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Amityville Asylum,0.098619357,0.8938061,0.00197627,0.001005369,0.002536516,0.002056446,Fighter,Past,Daytime,['Horror']
The Anniversary Party,0.047551792,0.306906313,0.500237644,0.064642146,0.076940857,0.003721219,Realist,Past,Nighttime,['Drama']
The Apartment,0.481191248,0.064868532,0.427136093,0.004372119,0.01710337,0.005328598,Fighter,Past,Daytime,['Comedy']
The Artist,0.009629601,0.695115566,0.007724201,0.002493866,0.002440311,0.282596439,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Assignment,0.033829428,0.344828188,0.002567115,0.001146528,0.616385937,0.001242831,Detective/Spy,Past,Daytime,['Thriller']
The Avengers,0.001985015,0.001647546,0.988950551,0.003609534,0.003088162,0.000719167,Law Person/Outlaw,Past,Daytime,"['Adventure', 'Action']"
The Bachelor Party,0.165812865,0.77377367,0.014276735,0.00177322,0.042160518,0.002203022,Soldier,Past,Nighttime,['Drama']
The Back-up Plan,0.005227625,0.001543359,0.004024481,0.000335116,0.988581359,0.000287983,Realist,Past,Daytime,"['Comedy', 'Romance']"
The Battle of Algiers,0.30468899,0.687307954,0.002474527,0.000535378,0.004019253,0.000973931,Law Person/Outlaw,Past,Daytime,"['War', 'Drama']"
The Battle of Shaker Heights,0.320679575,0.075440928,0.531721354,0.051663741,0.009188889,0.011305504,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Beach,0.100718662,0.760969996,0.117939338,0.003049455,0.012558693,0.004763865,Realist,Past,Daytime,"['Thriller', 'Adventure', 'Drama']"
The Believer,0.657397807,0.012045269,0.271295875,0.029186022,0.02836333,0.001711634,Detective/Spy,Past,Daytime,['Drama']
The Best Exotic Marigold Hotel,0.379045814,0.033248369,0.514602184,0.005021984,0.066432685,0.001648966,Fighter,Past,Daytime,"['Comedy', 'Drama']"
The Big Blue,0.018629789,0.071402796,0.818946421,0.002903083,0.01195952,0.076158457,Soldier,Past,Daytime,"['Romance', 'Drama']"
The Big Lebowski,0.01690744,0.01078086,0.049584381,0.002565315,0.919141471,0.001020527,Soldier,Past,Daytime,"['Thriller', 'Comedy']"
The Big Sick,0.142118484,0.013867531,0.663143754,0.014991695,0.161705047,0.004173414,Comedian,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Big White,0.898490012,0.024934478,0.040468182,0.002554946,0.03204257,0.001509766,Detective/Spy,Present,Daytime,"['Crime', 'Comedy', 'Drama']"
The Birds,0.097811244,0.047318242,0.833310187,0.009230678,0.004748373,0.007581208,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Romance', 'Horror', 'Drama']"
The Black Dahlia,0.897460222,0.065515995,0.02604074,0.001631937,0.008182526,0.001168594,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Blast from the Past,0.076083742,0.038174022,0.789378464,0.004095913,0.089840055,0.002427757,Realist,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Blind Side,0.145347044,0.818628013,0.017155921,0.001240155,0.013714439,0.003914433,Realist,Past,Daytime,['Drama']
The Bling Ring,0.050196856,0.008909119,0.930261016,0.002155421,0.007379333,0.001098287,Realist,Past,Daytime,"['Crime', 'Drama']"
The Book of Eli,0.085505456,0.829256833,0.008145203,0.001168539,0.073794149,0.002129805,Fighter,Present,Daytime,"['Action', 'Thriller', 'Drama', 'Adventure', 'Sci-Fi']"
The Boondock Saints,0.443223,0.016889777,0.523140609,0.007611379,0.007108221,0.002026973,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Bounty Hunter,0.572170258,0.027986323,0.356396526,0.029231727,0.010746432,0.003468727,Soldier,Future,Daytime,"['Crime', 'Comedy', 'Romance', 'Action']"
The Bourne Identity,0.814805865,0.138856009,0.004804875,0.001338455,0.038796104,0.001398729,Realist,Present,Daytime,"['Thriller', 'Adventure', 'Drama', 'Action']"
The Bourne Supremacy,0.199713692,0.757554531,0.026965639,0.001566964,0.012745515,0.001453699,Child,Past,Daytime,"['Thriller', 'Adventure', 'Drama', 'Action']"
The Bourne Ultimatum,0.067852072,0.793564379,0.006623204,0.001936396,0.127876863,0.00214717,Fighter,Past,Daytime,"['Thriller', 'Adventure', 'Action']"
The Box,0.183236554,0.767275333,0.030771179,0.003301996,0.01339173,0.002023203,Child,Past,Daytime,"['Drama', 'Sci-Fi']"
The Boxtrolls,0.478830427,0.290532261,0.206278086,0.004082274,0.011220046,0.00905699,Fighter,Past,Nighttime,"['Adventure', 'Comedy']"
The Breakfast Club,0.783070743,0.077565812,0.015147042,0.001069463,0.121438563,0.001708394,Detective/Spy,Present,Daytime,"['Comedy', 'Drama']"
The Brothers Bloom,0.524403691,0.039564408,0.032438673,0.00277841,0.399321914,0.001492949,Realist,Present,Daytime,"['Comedy', 'Romance', 'Drama', 'Crime', 'Adventure']"
The Butterfly Effect,0.055333957,0.862660289,0.047161713,0.002738806,0.028103219,0.00400201,Detective/Spy,Past,Daytime,"['Thriller', 'Fantasy', 'Drama']"
The Cell,0.001957089,0.137942821,0.008219216,0.010000118,0.003599579,0.838281214,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Horror', 'Sci-Fi']"
The Change-Up,0.001423916,0.001513714,0.00149549,0.000279524,0.99507314,0.000214279,Detective/Spy,Past,Daytime,['Comedy']
The Cider House Rules,0.183438838,0.020248955,0.754469573,0.003305767,0.036399648,0.002137194,Detective/Spy,Past,Nighttime,"['Romance', 'Drama']"
The Cincinnati Kid,0.997132063,0.000745484,0.000723481,0.000402172,0.000812675,0.000183989,Realist,Future,Daytime,['Drama']
The Cooler,0.143792123,0.500088274,0.240209699,0.013467111,0.043194402,0.059248425,Detective/Spy,Past,Daytime,"['Romance', 'Comedy', 'Drama']"
The Croods,0.380420953,0.601689994,0.0075877,0.001318679,0.007345231,0.001637388,Law Person/Outlaw,Past,Daytime,"['Adventure', 'Comedy']"
The Crow City of Angels,0.001892459,0.992357016,0.001449939,0.000292498,0.003434323,0.000573704,Detective/Spy,Present,Nighttime,"['Thriller', 'Crime', 'Fantasy', 'Action']"
The Crow Salvation,0.050324053,0.923372567,0.014576307,0.001145117,0.00431661,0.006265363,Detective/Spy,Past,Daytime,"['Action', 'Thriller', 'Horror', 'Drama', 'Crime']"
The Crow,0.000441341,0.000369028,0.99774003,0.000465057,0.000536362,0.000448087,Law Person/Outlaw,Past,Nighttime,"['Fantasy', 'Romance', 'Action', 'Thriller', 'Horror', 'Drama']"
The Curious Case of Benjamin Button,0.156432286,0.825502574,0.007627518,0.000677575,0.007594427,0.002165652,Detective/Spy,Past,Daytime,"['Romance', 'Fantasy', 'Drama']"
The Damned United,0.720188439,0.147786424,0.065991968,0.003048405,0.061186157,0.001798619,Realist,Past,Daytime,['Drama']
The Danish Girl,0.326425701,0.39789331,0.043821953,0.008373342,0.219571143,0.0039145,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
The Dark Knight Rises,0.007990351,0.988067508,0.00061098,0.000211147,0.002449305,0.000670651,Detective/Spy,Present,Nighttime,"['Thriller', 'Crime', 'Action']"
The Day the Clown Cried,0.848537266,0.044790514,0.038224369,0.002165466,0.063902728,0.00237976,Realist,Past,Daytime,['Drama']
The Day the Earth Stood Still,0.005814957,0.990525961,0.001506033,0.000227714,0.000667054,0.001258318,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Sci-Fi']"
The Debt,0.003625312,0.964215994,0.00259111,0.000860061,0.001988796,0.026718678,Detective/Spy,Past,Daytime,"['Thriller', 'Drama', 'Action']"
The Deer Hunter,0.796176076,0.195218727,0.00237033,0.000844729,0.003433411,0.001956776,Realist,Present,Nighttime,"['War', 'Drama']"
The Departed,0.450181067,0.061322581,0.066363566,0.371752024,0.047148701,0.003232066,Fighter,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Descendants,0.815565169,0.034594897,0.11886929,0.002323647,0.026966458,0.001680465,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
The Devil Wears Prada,0.000451666,0.000288303,0.997586727,0.000677462,0.000653636,0.000342282,Child,Past,Daytime,"['Comedy', 'Drama']"
The Distinguished Gentleman,0.000518371,0.000291114,0.997426689,0.000582406,0.000440336,0.000741149,Child,Present,Daytime,['Comedy']
The Doors,0.573839307,0.284996688,0.051795218,0.002357695,0.084294714,0.002716364,Detective/Spy,Past,Daytime,['Drama']
The Elephant Man,0.211074084,0.778611958,0.002393307,0.000813436,0.005304052,0.001803156,Detective/Spy,Present,Daytime,['Drama']
The English Patient,0.021202775,0.942603052,0.007450277,0.002230539,0.022704722,0.003808639,Realist,Past,Daytime,"['Romance', 'Drama']"
The Fabulous Baker Boys,0.046653569,0.83047992,0.022423375,0.001943241,0.075344689,0.023155222,Detective/Spy,Past,Nighttime,"['Romance', 'Drama']"
The Family Man,0.161555916,0.071220845,0.343039721,0.021399377,0.401251584,0.001532614,Detective/Spy,Past,Daytime,"['Comedy', 'Romance']"
The Fault in Our Stars,0.000370587,0.000278766,0.994292617,0.002876653,0.001809063,0.000372148,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
The Fifth Element,0.136338592,0.535099745,0.044923428,0.002783834,0.274877548,0.005976893,Detective/Spy,Future,Daytime,"['Comedy', 'Fantasy', 'Romance', 'Action', 'Drama', 'Sci-Fi']"
The Fighter,0.80847311,0.080032393,0.014707874,0.00206625,0.092412516,0.002307862,Fighter,Past,Daytime,['Drama']
The Flintstones,0.004907842,0.00051236,0.947160661,0.043875828,0.00265724,0.000885954,Detective/Spy,Present,Daytime,"['Comedy', 'Fantasy', 'Family']"
The French Connection,0.697091341,0.177370518,0.101200007,0.005726237,0.014124545,0.00448735,Realist,Past,Daytime,"['Thriller', 'Crime', 'Action']"
The Fugitive,0.918146133,0.022273416,0.050083309,0.003740823,0.004195939,0.001560453,Realist,Past,Nighttime,"['Thriller', 'Adventure', 'Action']"
The Game,0.257145345,0.522059977,0.191820547,0.007413913,0.014828586,0.006731628,Fighter,Present,Daytime,['Thriller']
The Getaway,0.881656229,0.091183126,0.016609931,0.001486219,0.007711048,0.001353454,Fighter,Past,Daytime,"['Thriller', 'Crime', 'Drama', 'Action']"
The Ghost and the Darkness,0.000464415,0.000298398,0.996896625,0.000497443,0.000484872,0.001358245,Fighter,Present,Nighttime,"['Thriller', 'Adventure', 'Drama', 'Action']"
The Girl with the Dragon Tattoo,0.158948302,0.131471366,0.015820021,0.002102648,0.69053936,0.001118318,Child,Past,Daytime,"['Crime', 'Drama']"
The Godfather Part III,0.410196602,0.127371132,0.009579826,0.005183499,0.446680278,0.00098873,Detective/Spy,Past,Daytime,"['Crime', 'Drama']"
The Good Girl,0.826897442,0.108274519,0.006365126,0.001464646,0.055335209,0.00166311,Child,Present,Daytime,"['Comedy', 'Drama']"
The Graduate,0.955506444,0.03001635,0.005410376,0.001056301,0.007486792,0.000523689,Detective/Spy,Present,Daytime,"['Romance', 'Comedy', 'Drama']"
The Grapes of Wrath,0.174395859,0.53923434,0.242656842,0.005868492,0.013047457,0.024797019,Realist,Past,Daytime,['Drama']
The Great Gatsby,0.000549282,0.005058578,0.000521931,0.000508527,0.99314934,0.000212491,Detective/Spy,Past,Daytime,"['Romance', 'Drama']"
The Green Mile,0.013590882,0.854379117,0.003826245,0.002022909,0.111621872,0.014558954,Detective/Spy,Past,Daytime,"['Fantasy', 'Drama']"
The Grifters,0.001167021,0.000738804,0.99297744,0.003583798,0.000687926,0.000844924,Monster/Killer/Victim,Past,Daytime,"['Crime', 'Drama']"
The Grudge,0.001456241,0.96067363,0.003422043,0.000812288,0.02327439,0.010361397,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Horror']"
The Hangover,0.151394799,0.033118065,0.614045024,0.009655854,0.189609796,0.002176461,Child,Past,Nighttime,"['Thriller', 'Crime', 'Comedy']"
The Haunting,0.878732681,0.117397219,0.001333825,0.000397779,0.001497265,0.000641217,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
The Hebrew Hammer,0.03643924,0.959663749,0.000962807,0.000260846,0.001539602,0.001133661,Fighter,Past,Daytime,['Comedy']
The Help,0.046876762,0.771579027,0.106773056,0.002930154,0.067082062,0.004758951,Fighter,Past,Daytime,['Drama']
The Hills Have Eyes,0.039677851,0.945606947,0.001558349,0.000411401,0.011795842,0.000949612,Detective/Spy,Past,Daytime,"['Thriller', 'Horror']"
The Hitchhikers Guide to the Galaxy,0.004748073,0.002810045,0.976979315,0.000726932,0.00286154,0.011874092,Detective/Spy,Future,Daytime,"['Adventure', 'Comedy', 'Sci-Fi']"
The Horse Whisperer,0.001059803,0.001648957,0.993543029,0.001098354,0.000708905,0.001941035,Comedian,Present,Daytime,"['Romance', 'Drama']"
The Hospital,0.141622916,0.731909454,0.00883456,0.001710523,0.112356164,0.003566338,Child,Past,Daytime,"['Comedy', 'Drama']"
The Hudsucker Proxy,0.234695166,0.535079122,0.015795024,0.01495756,0.195940495,0.003532607,Detective/Spy,Past,Daytime,"['Comedy', 'Fantasy', 'Romance']"
The Hunt for Red October,0.588095009,0.064330213,0.004367778,0.002539669,0.339434981,0.001232378,Fighter,Past,Daytime,"['Thriller', 'Adventure', 'Action']"
The Hurt Locker,0.566055715,0.209509447,0.170357898,0.004765722,0.042219982,0.00709122,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
The Ice Storm,0.312778413,0.633268833,0.010630582,0.001612077,0.004087369,0.03762275,Realist,Past,Daytime,['Drama']
The Ides of March,0.018740457,0.007876147,0.03382564,0.001507159,0.937367141,0.000683274,Monster/Killer/Victim,Past,Daytime,['Drama']
The Imaginarium of Doctor Parnassus,0.986243784,0.011768521,0.00049851,0.000281476,0.000598212,0.000609552,Fighter,Past,Daytime,"['Adventure', 'Fantasy']"
The Incredibles,0.000689949,0.000450505,0.9973616,0.000443763,0.000713011,0.000341191,Child,Present,Daytime,"['Comedy', 'Action', 'Family', 'Adventure', 'Sci-Fi']"
The Informant,0.000230217,0.000140421,0.998622417,0.000421252,0.00042033,0.000165183,Law Person/Outlaw,Past,Daytime,"['Thriller', 'Comedy', 'Drama']"
The Insider,0.214551151,0.692451894,0.008722953,0.001531485,0.080630064,0.002112418,Detective/Spy,Past,Daytime,"['Thriller', 'Drama']"
The Invention of Lying,0.000841141,0.997465849,0.000464786,0.000132771,0.000442685,0.000652827,Detective/Spy,Past,Daytime,['Comedy']
The Iron Lady,0.401873767,0.585676312,0.003970502,0.000973131,0.006123902,0.001382394,Realist,Past,Daytime,['Drama']
The Island,0.827092648,0.123920277,0.032594718,0.002353577,0.011579145,0.002459732,Monster/Killer/Victim,Present,Daytime,"['Thriller', 'Drama', 'Sci-Fi', 'Action']"
The Italian Job,0.143252566,0.565863252,0.238111809,0.004345871,0.0059722,0.042454358,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Adventure', 'Action']"
The Jacket,0.012079171,0.03050863,0.907333434,0.002592479,0.046138234,0.001348033,Realist,Past,Daytime,"['Thriller', 'Fantasy', 'Drama']"
The Kids Are All Right,0.798914194,0.155162781,0.017889777,0.01522461,0.009600007,0.003208527,Detective/Spy,Past,Daytime,"['Comedy', 'Drama']"
The King of Comedy,0.069069192,0.022649437,0.886180937,0.011114137,0.003760361,0.007225896,Fighter,Past,Nighttime,"['Crime', 'Comedy', 'Drama']"
The Kingdom,0.001542973,0.000872582,0.270758778,0.723045766,0.002576697,0.001203257,Realist,Past,Daytime,"['Thriller', 'Drama', 'Action']"
The Kings Speech,0.001713568,0.000663562,0.993141472,0.001675945,0.000911385,0.001894064,Monster/Killer/Victim,Past,Daytime,['Drama']
The Ladykillers,0.386899143,0.102210037,0.123242117,0.005226997,0.379640311,0.002781335,Realist,Past,Daytime,"['Crime', 'Comedy']"
The Last Boy Scout,0.820850611,0.003552138,0.098292157,0.003232313,0.072901241,0.001171456,Monster/Killer/Victim,Present,Nighttime,"['Thriller', 'Action']"
The Last Flight,0.778298676,0.165037215,0.019641526,0.001966583,0.031469747,0.003586381,Detective/Spy,Past,Nighttime,['Drama']
The Last of the Mohicans,0.202578634,0.735497653,0.045354769,0.002425193,0.010857403,0.003286327,Soldier,Past,Daytime,"['Adventure', 'War', 'Romance']"
The Last Samurai,0.010993015,0.131582201,0.042429466,0.024763305,0.781365514,0.008866515,Detective/Spy,Past,Daytime,"['Adventure', 'War', 'Drama', 'Action']"
The Last Station,0.99635905,0.001834848,0.000550053,0.000196981,0.000906702,0.000152349,Fighter,Past,Daytime,['Drama']
The LEGO Movie,0.006325666,0.968665779,0.005808057,0.000513402,0.001072638,0.017614357,Fighter,Past,Daytime,"['Adventure', 'Action']"
The Life of David Gale,0.032860767,0.960652292,0.001594331,0.000467107,0.003775484,0.000649994,Detective/Spy,Future,Daytime,"['Thriller', 'Crime', 'Drama']"
The Limey,0.002711997,0.022952415,0.018669156,0.003288049,0.002719088,0.949659228,Realist,Present,Daytime,"['Crime', 'Drama']"
The Lincoln Lawyer,0.594516039,0.046246901,0.304527968,0.005307821,0.046978965,0.00242226,Monster/Killer/Victim,Past,Daytime,"['Thriller', 'Crime', 'Drama']"
The Little Mermaid,0.009728331,0.077676453,0.887150049,0.0054581,0.003046638,0.016940432,Realist,Past,Daytime,"['Comedy', 'Fantasy', 'Romance', 'Family']"
The Long Kiss Goodnight,0.038668051,0.86061126,0.039104383,0.00467858,0.05457335,0.002364357,Detective/Spy,Past,Nighttime,"['Thriller', 'Drama', 'Action']"
The Lord of the Rings Fellowship of the Ring,0.392747819,0.073542014,0.453132391,0.005066155,0.072413899,0.003097698,Monster/Killer/Victim,Present,Daytime,"['Adventure', 'Fantasy', 'Action']"
The Losers,0.978283644,0.008217334,0.002502146,0.001074409,0.00966212,0.000260364,Superhuman/Scientist/Alien/Robot,Past,Daytime,"['Thriller', 'Crime', 'Adventure', 'Action']"
The Man Who Knew Too Much,0.018765355,0.01095819,0.962901473,0.003099532,0.00288336,0.001392026,Comedian,Past,Daytime,"['Thriller', 'Adventure', 'Drama']"
The Man Who Wasnt There,0.877477229,0.028999591,0.078553058,0.002805862,0.010722962,0.001441267,Detective/Spy,Past,Daytime,"['Crime', 'Comedy', 'Drama']"
The Manchurian Candidate,0.027744694,0.944293022,0.010501893,0.009049729,0.006721257,0.001689377,Fighter,Past,Daytime,"['Thriller', 'Sci-Fi']"
The Martian,0.21064803,0.003700952,0.766704917,0.003283227,0.01395211,0.001710745,Detective/Spy,Past,Daytime,"['Adventure', 'Drama', 'Sci-Fi']"
The Mask,0.013351663,0.981853426,0.001475849,0.000375998,0.001901289,0.001041848,Realist,Past,Nighttime,"['Comedy', 'Fantasy', 'Romance', 'Action', 'Drama', 'Crime']"
The Master,0.004964869,0.00172412,0.990588784,0.000548058,0.001332333,0.000841831,Child,Past,Daytime,['Drama']
The Matrix Reloaded,0.435553551,0.26273033,0.176447988,0.005124555,0.113520078,0.006623457,Realist,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
The Matrix,0.023488276,0.015978966,0.951988578,0.001794714,0.005128427,0.001621181,Realist,Past,Daytime,"['Thriller', 'Sci-Fi', 'Action']"
The Mechanic,0.136336148,0.01248061,0.83136487,0.006868038,0.010029565,0.002920776,Detective/Spy,Past,Daytime,"['Thriller', 'Crime', 'Action']"
The Men Who Stare at Goats,0.197111085,0.637174666,0.13455233,0.003461088,0.01874336,0.008957488,Detective/Spy,Past,Daytime,"['Comedy', 'War']"
The Miracle Worker,0.005052965,0.002991036,0.465251267,0.515706241,0.009248133,0.001750315,Realist,Past,Daytime,['Drama']
The Mummy,0.005167325,0.012799597,0.860787272,0.00888032,0.003506358,0.108859114,Detective/Spy,Past,Daytime,"['Horror', 'Adventure', 'Fantasy', 'Action']"
